current_density,reactor_volume,temperature,cell_voltage,co2_flow_rate,energy_conversion,energy_separation,catalyst_usage,faradaic_efficiency,electrode_area,catalyst_lifetime
237.45401188473625,200,31.479652509351688,2.909364546988725,150.9054491313347,33,4,50,0.5357993817425389,13.936355202774422,3000
295.0714306409916,200,43.966533158242534,2.8975830392576,169.50220957870584,33,4,50,0.5708148493949979,14.734356593750213,3000
273.1993941811405,200,55.553104255674285,3.4250036644168294,87.57018481887485,33,4,50,0.5640241394685238,18.545473932021803,3000
259.86584841970364,200,50.62787102433464,2.8996369598796052,143.73111494104984,33,4,50,0.47308498570406604,13.40004386059892,3000
215.60186404424365,200,53.22964017515074,2.917559780902905,135.7618974715623,33,4,50,0.47238742046122106,18.69649684812171,3000
215.59945203362025,200,48.05741783487511,3.307518609934371,174.92455651824065,33,4,50,0.490226155161737,10.881344309766915,3000
205.80836121681995,200,49.22967975812483,3.059791873960432,185.91305907218907,33,4,50,0.5041612089511556,17.767984372086307,3000
286.6176145774935,200,54.72184780478618,3.3213684455641452,51.82351572160802,33,4,50,0.5112683372112724,18.475476330547366,3000
260.1115011743209,200,33.738380310071506,2.7522929260515085,151.1029878588189,33,4,50,0.5519545825250017,11.818176528373387,3000
270.8072577796046,200,42.12987372750992,3.0900569549387074,57.775369867959355,33,4,50,0.4585020648248753,14.303465323722005,3000
202.05844942958024,200,32.74233046368608,2.7268908801466263,132.3287997616034,33,4,50,0.45520090563390997,11.654997746636557,3000
296.9909852161994,200,59.568380279882646,2.750122562764284,93.14490935655172,33,4,50,0.5087865844415863,17.066041289942177,3000
283.24426408004217,200,58.04207688903146,3.425149962675529,96.01648992832118,33,4,50,0.5545745538206971,15.353477680616567,3000
221.23391106782762,200,26.379938397897707,2.811396296894076,102.94377551785348,33,4,50,0.4790153014434724,16.35323346708321,3000
218.18249672071005,200,49.6951310380491,3.1259365458201738,143.19386735744152,33,4,50,0.5462256721884378,11.96486966956211,3000
218.34045098534338,200,57.3836911095483,3.028876482080565,100.10749485031539,33,4,50,0.4889742206910449,12.117458620524195,3000
230.42422429595376,200,31.32013707945667,2.9778746610070743,159.90485758854206,33,4,50,0.5829129163220275,10.414973255099063,3000
252.4756431632238,200,44.87808306934203,3.419866676549818,110.67910783608045,33,4,50,0.5843534916399924,13.220675351957297,3000
243.1945018642116,200,57.04209041558146,2.7174587174203917,60.25298004649379,33,4,50,0.494593080642199,15.59744661333675,3000
229.1229140198042,200,26.18810925050296,3.231031748940471,167.56397637261608,33,4,50,0.4844990630944861,18.57934913997329,3000
261.18528947223797,200,49.4097093536394,3.4707155473708404,92.8637486889059,33,4,50,0.5116955958099347,16.669274474586807,3000
213.94938606520418,200,35.40721525803927,3.1481345467694735,114.91503193988939,33,4,50,0.4860797377770223,14.353963233997515,3000
229.2144648535218,200,57.35386683817856,3.4494579696264736,152.81658248328523,33,4,50,0.5508575764937556,19.531201143941377,3000
236.63618432936917,200,58.987038580787875,2.7418063034288194,99.8684235723068,33,4,50,0.5739097026822428,17.19245200575832,3000
245.6069984217036,200,58.04932711897019,3.035034655259329,58.487848422007346,33,4,50,0.5509638196366825,19.3016520286255,3000
278.51759613930136,200,41.59749758301123,2.908126232769641,106.08815705192204,33,4,50,0.5736525670874024,15.275879732721656,3000
219.96737821583596,200,55.17149278462597,3.284656771984584,191.66728740414553,33,4,50,0.5095488243311211,12.589042747931396,3000
251.42344384136118,200,54.559228948727466,3.485037672397797,146.26015959478372,33,4,50,0.4734475456063291,10.52826686364722,3000
